3008
2498
2454
2388
1325
00677U
2303
6116
2344
9103
9105
2603
3037
2399
3049
2409
00637L
3481
00632R
1414
3189
8046
3607
2027
3017
2340
1309
3661
1466
1517
1598
2313
2108
1513
3050
2337
2425
2456
2368
2449
1618
1609
1304
1802
2387
2486
5471
2331
2448
1809
2417
2330
2231
1312
3041
4915
1444
4906
6251
4976
2883
1905
3673
2353
6278
1440
5469
2890
2888
2317
